번호,운영기관명,상품명,운영기관구분,상품구분,학자금유형구분,문의처,대학구분,학년구분,학과구분,성적기준,소득기준,지원금액,특정자격,지역거주여부,신청기간,선발방법,선발인원,자격제한,추천필요여부,제출서류
"1,424",한국퀄컴,퀄컴장학금,민간(기타),장학금,기타,,4년제(5~6년제포함),"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상","공학계열,특정학과",,,"2018년 학기 $5,000 USD + 6개월 가상 멘토십 프로그램 기회"," * 기관이 선정한 대학에서 학생을 추천하는 방식이므로 학과사무실이나 장학부서에 반드시 문의할 것 - STEM 분야 전공자(공학, 컴퓨터 과학, 정보 통싱 기술 등) - 학부 2,3학년 재학 중인자 - 여성 대학생 - 학업성적이 우수하고 성실한 학생",,2017. 11. 15 ~ 2018. 01. 02," * 학교 추천 방식으로, 신청시 각 학교 장학부서에 문의 필수.  ",O명, - 규정학기 초과자 및 외국인 학생,총장추천필요," * 학교 추천 방식으로, 신청시 각 학교 장학부서에 문의 필수.   - 학교 총장 추천서 - 성적증명서 - 최근 이력서"
"1,425",동산장학회,동산장학생,민간(기타),장학금,기타,031-467-0737,"4년제(5~6년제포함),일반대학원","대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상","공학계열,자연계열",,," - 학기별 학습지원비 8000000원(1년) * 2회 분할로 지급되며, 직전 학기의 성적을 참조하여 다음 학기 지원 여부 결정"," - 이공계전공(공대,농대,자연대,우대) 새터민(북한출생)으로 2019학년도 2학기 재학생",, - 2019-08-27~2019-09-27  ,1차 서류2차 면접, - O명," - 공고일 현재 정학, 퇴학 등 징계처분을 받은 학생은 제외 - 학교를 중도에 자퇴, 퇴학, 휴학한 경우는 장학금을 중단, 철회함.",," - 장학지원서 및 자기소개서 (사진 필수 첨부, 학생 직접 작성) - 학과장 장학생추천서 1부 - 소속대학교 장학팀 담당자 확인서(장학수혜증명서) - 2019년도 1학기 성적이 포함된 학업성적 증명서 - 재학증명서*자세한 사항은 첨부파일 참고"
"1,426",KT그룹희망나눔재단,창의혁신리더장학생,민간(기타),장학금,기타, - 02-2128-3229,"4년제(5~6년제포함),전문대(2~3년제)","대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상",공학계열, - 최소 성적 기준 : 2.0(4.5만점) 이상," * 기초생활수급자, 차상위계층 우선순위", - 해당학기 등록금의 50%," - 국내대학 정규학기 재학생  - 2019년 1월 이후 8시간 이상의 봉사활동 실적이 증명되는 자 - ICT관련학과(컴퓨터, 전기, 전자, 정보통신) 재학생 - ICT관련 활동 경력자 : 동아리구성, 공모전수상, 관련봉사활동 경력 등 - 사회활동 우수자 및 봉사정신이 투철한 자 - 2018-2학기 한국장학재단 국가장학금을 신청한 자",," - 2019-09-11 ~ 2019-09-20 * 학교 추천방식으로, 학교마다 기간이 다를 수 있음. 각 학교의 장학팀에 문의"," - ICT관련 활동 및 대외활동 우수자를 우선으로 하여 장학위원장이 선정함 * 기초생활수급자, 차상위계층 우선순위", - 2명,,, * 학교 추천방식으로 각 학교 장학부서에 필히 확인 - 장학금 신청서 및 활동 증빙자료 모두 제출 - 개인정보 수집/이용 및 제3자 제공 동의서서
"1,427",서울대학교컴퓨터공학동문회,장학생,민간(기타),장학금,기타, - 02) 880-1526,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상","공학계열,특정학과",,, - 전액장학 - 100만원 장학 (근로장학생으로 학기당 20시간정도 동창회 업무보조), - 서울대학교 컴퓨터공학부 재학생으로서 2018년 2학기 등록 예정자  ,, - 2018. 06. 11(월) ~ 06. 18(월), - 전액장학생 : 경제적 여건으로 인해 학업에 지장을 받지 않고 학업에 전념할 수 있도록 선발 - 100만원 장학생 : 근로장학생에 해당. 학부 및 동문회 운영에 기여할 의지가 분명하고 이에 상응하는 여건이 마련되어 있는 학생을 선발, - 전액 장학생 0명 - 100만원 장학생 2명," - 복귀생, 외국인 학생 지원 불가",," - 동문회 장학금 신청서 * 국가장학금 1,2신청자는 아래의 서류를 제출하지 않아도 됨 - 2017년도 건강보험료 납부확인서 - 2017년도 세목별(주택+토지+건물) 과세(납세)증명서 - 가족관계증명서 - 2017년도 부모님 소득금액증명원(또는 사실증명원) * 신청서 접수 : 컴퓨터공학부 행정실"
"1,428",가헌신도재단,멘토링 장학생,민간(기업),장학금,기타, - 02-460-1105,"4년제(5~6년제포함),전문대(2~3년제)","대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,대학신입생","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음", - 직전학기 성적 3.2/4.5 또는 총평점 3.5/4.5 이상인 학생,," - 1,500,000원 (2회 분할지급) ※ 등록금 명의의 타장학금과 중복수혜 가능"," - 자원봉사에 대한 역량과 관심, 열정이 있는 대학생 - 멘토링 활동기간(약 8개월)동안 지속적으로 활동 가능한 자 - 기본적인 컴퓨터 활용능력을 갖춘 자 * 멘토링 활동내용 홈페이지 참고", - 서울·경기 소재 대학생, - 2020-05-01 ~ 2020-05-15 ※ 멘토링 활동기간 : 2020. 6 ~ 2021. 1,,," - 실습, 인턴, 군입대, 휴학 등 지속적인 활동이 어려울 경우 지원 자제",, - 재학증명서 - 성적증명서 - 장학생 지원서 ※ 양식 다운로드 홈페이지>기업정보>신도리코소식>공지사항
"1,429",목운문화재단,장학생,민간(기타),장학금,기타,02-888-6558,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,제한없음",특정학과,,, - 200만원, - 서울대학교 농경제사회학부  - 학업 성적이 우수하고 타의 모범이 되며 학문적 발전의 잠재력이 풍부한 학부생,, ~ 2017. 01. 23,,1명,,," * 학교 추천 방식으로, 신청시 각 학교 장학부서에 문의 필수.   - 반명함판 사진(jpg)외에 별도 제출서류"
"1,430",상천장학회,상천장학생,민간(기타),장학금,기타, * 각 학교 장학부서에 문의,"4년제(5~6년제포함),전문대(2~3년제)","대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,제한없음","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음",,, - 학부생 200만원 - 대학원생 250만원, - 대한민국 국적자로 기독교적 정신이 투철한 재학생 * 장학회에서 선정한 대학에서 학생을 추천하는 방식으로 본인의 학교가 추천 가능 대학인지 장학부서에 문의해 볼 것,," - 2019. 07. 10 ~ 07. 19(금) 까지 * 학교추천선발이므로, 신청기간이 학교별로 상이할 수 있음",," * 학교 추천선발이므로, 학교마다 선발인원이 다를 수 있음",, - 학교(지도교수)의 추천서," * 학교 추천 방식으로, 신청시 각 학교 장학부서에 문의 필수.   - 장학금 신청서 - 이력서 - 재학증명서 - 성적증명서(2019-1학기 성적 포함) - 주민등록등본 - 지도교수 추천서 - 자기소개서 - 기타 역서 및 저서(해당자만)"
"1,431",전북애향장학재단,전북애향장학생,민간(기타),장학금,지역연고, - 063) 287-4255,4년제(5~6년제포함),대학신입생,"공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음"," -  수학능력시험 표준점수가 4개 영역(언어, 수리, 외국어, 탐구) 2등급 또는 4개 영역 중 2개영역 2등급, 1개영역 1등급 1개, 1개영역 3등급 이상"," - 가정형편이 곤란하여 대학진학에 어려움을 겪는 자 - 단, 기초생활수급자, 차 상위계층(1,2분위) 이하는 제외함", - 1학기 200만원(연 400만원)* 학교 성적이 평균 B학점(80/100)이상 유지한 학생 4년간 장학금 지급 , - 4년제 대학 신입생(수시합격포함), - 보호자의 본적 또는 주소지가 전라북도 - 중/고교를 도내에서 졸업, - ~2019. 02. 20(수)까지,,," - 기초생활수급자 차 상위계층(1분위) 2분위등, 국가장학금으로 등록금이 가능한 자 - 타 장학금을 받기로 결정된 자는 제외(중복수혜 불가)",출신 고등학교장 추천서 및 전주시를 제외한 주민등록상 주소지에 해당하는 시/군 애향운동본부의 추천, - 장학생 지원서 - 중/고교 졸업증명서 - 출신 고등학교장 추천서 - 대입수능 성적증명서 사본 - 대입합격 통지서 사본 - 2018년 지방세 세목별 과세증명서 :부/모 각 1부 - 주민등록등본 - 2018년 건강보험료 납부확인서 : 부/모 각 1부 - 부/모 중 한분은 피부양자로 되어있을 겨웅 : 건강보험 자격득실 확인서 첨부 - 사진 최근 3개월 이내 촬영본 (반명함판 2매)*접수방법전북애향장학재단(전주시 완산구 팔달로 168 썬 플러스 빌딩 3층)에 우편접수
"1,432",우송백종현장학재단,우송백종현장학금,민간(기타),장학금,기타, - 공공인재학부 사무실 02-820-5445,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,대학신입생",특정학과,,,, - 중앙대학교 사회과학대학 공공인재학부 재학중인 자 - 행정고시(및 공직시험) 준비를 하고 있는 학생 (행정고시의 경우 1차 합격생 우선순위 부여) - 학생회 등 학과 발전을 위하여 참여도가 높고 주도적인 학생 - 학과의 명예를 드높인 학생 - 학업성적이 우수한 학생,, - 2020-04-06 ~ 2020-04-17," - 경제적 상황, 학업성적, 발전가능성 등을 종합적으로 평가하여 최종적으로 장학생 선정", - 0명, - 2019년도 2학기 백종현 장학금 수혜자 - 등록금지원인 관계로 전액지원자는 수혜 불가,," * 학교 추천 방식으로, 신청시 각 학교 장학부서에 문의 필수. - 백종현 장학금 신청서 - 자기소개서 - 성적증명서 - 개인정보제공동의서 - 국가고시 및 기타 국가공무원 응시/합격 관련 증빙서류(해당자만) * 자세한 사항은 중앙대학교 공공인재학부 게시판 참고"
"1,433",선광문화재단,선광문화재단장학생,민간(기업),장학금,지역연고,,4년제(5~6년제포함),"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,대학신입생","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음"," - 학업성적이 우수하고, 학교 생활에 모범이 되는 학생 - 대학 홍보활동 기여 학생",경제적인 사정으로 학업이 어려운 학생,장학생 1인당 150만원,"*학교에서 재단으로 학생을 추천하는 방식이므로, 본인의 학교가 추천 가능 학교인지 여부를 확인해야 함",인천지역 거주 학생(주민등록등본 상 거주지),2016. 07. 25(월)까지,,,등록금 이내 중복수혜 가능,,"* 학교 추천 방식으로, 신청시 각 학교 장학부서에 문의 필수 - 장학생 추천서 - 주민등록등본  - 재학증명서"
"1,434",중경리더스,중경리더스장학금,민간(기타),장학금,기타,02-820-5532,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상",특정학과, - 전학년 평균평점 3.5이상인 학생,,, - 2016학년도 경영경제대학 재학생 - 어려운 가정환경 속에서도 리더로서의 자질을 갖춘 사람 - 사회봉사 정신이 투철한 사람,,2016년 12월 12일(월) 6시까지,,,,,가. 중경리더스 장학금 신청서(필수)나. 기타 신청서 상의 내용을 증빙할 수 있는 서류(선택)
"1,435",두장클럽,장학생,민간(기타),장학금,기타, - 학과사무실,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,연령제한,제한없음",특정학과,,," - 중앙사랑장학금, 기타 장학금을 수혜한 학생도 신청가능합니다. 다만 신청자가 많을 경우에는 여타 장학금 수혜실적과 집행예산액을 고려하여 선정하게 될 것입니다."," - 중앙대학교 응용통계학과 1,2,3학년 재학생",, - 2019. 01. 22(화) ~ 02. 01(금),,,,," * 학교 추천 방식으로, 신청시 각 학교 장학부서에 문의 필수. - 현재 처해있는 경제적 상황을 포함한 간략한 자기소개서 (자유형식) - 보호자의 의료보험 납입증명서 "
"1,436",물망초,물망초꽃망울장학생,민간(기타),장학금,기타, - 02) 585-9963,4년제(5~6년제포함),"대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음", - 평균학점 2.5 이상인 재학생,," - 2,000,000원", - 4년제 정규대학 북한이탈주민 대학생 및 신입생 - 북한인권 및 물망초 활동에 적극적 참여 가능한 탈북대학생 - 학업에 대한 열정이 높고 성실히 학습에 임하는 학생 - 타 기관의 후원이나 장학금을 받지않는 학생,, - 2020-02-13 ~ 2020-02-20," - 서류심사 - ppt발표, 면접심사 - 최종선발", - 00명," - 휴학생 및 사이버대학, 학점은행제, 대학원생 제외",, * 이메일 접수 : mulmangcho522@hanmail.net - 북한이탈주민 확인서 - 이력서 및 자기소개서 - 개인정보수집 및 이용동의서 - 재학증명서 - 성적증명서 * 자세한 사항은 홈페이지 게시판 참고
